week,year,gen_acc_balance,rev_acc_balance,com_acc_balance,forked_accounts_balance,total_portfolio_value,weekly_income,active_forked_accounts,total_forked_accounts_created,quarterly_reinvestment
350,7,168174.32378212822,4424856.621779798,633099.3195197356,8970065.645206256,14196195.910287917,68578.84548487312,48,48,0.0
351,7,169502.72443608017,4441360.666111881,634616.4609904937,9029852.855236648,14275332.706775103,79136.7964871812,49,49,0.0
352,7,171375.06369386704,4441360.666111881,636908.786733514,9081396.83539095,14331041.351930212,55708.645155110586,49,49,0.0
353,7,173700.35589739445,4475932.612961309,638438.6906056888,9144617.283860734,14432688.943325125,101647.59139491459,49,49,0.0
354,7,175593.43693479418,4487102.182391788,639813.6350736279,9199606.88581276,14502116.14021297,69427.19688784111,50,50,0.0
355,7,177630.2482537874,4547697.520349522,642755.1637486926,9258815.255704999,14626898.188057002,124782.04784403453,50,50,0.0
356,7,177630.2482537874,4588088.332818701,645748.7809368316,9310647.66785471,14722115.02986403,95216.84180702886,52,52,0.0
357,7,180122.25789556387,4610416.338151778,647476.1209831682,9367403.528860288,14805418.245890798,83303.21602676669,53,53,0.0
358,7,181555.13024710218,4630716.661573811,649123.3361231411,9432322.905281683,14893718.033225738,88299.7873349392,53,53,0.0
359,7,183606.4823232885,4653959.1375373155,650968.4022461018,9491633.276132077,14980167.298238784,86449.26501304703,54,54,0.0
360,7,185720.25775308235,4676918.826418194,653498.608045457,9549284.24002091,15065421.932237644,85254.63399886049,56,56,0.0
361,7,188212.2869491341,4701044.369149005,655297.2069842629,9615893.40084113,15160447.263923533,95025.33168589088,57,57,0.0
362,7,189747.10500069126,4739598.059916408,657670.0999036483,9673721.669368306,15260736.934189053,100289.67026551874,57,57,0.0
363,7,191259.962327467,4802581.430414636,661680.917825348,9728069.056748115,15383591.367315564,122854.4331265172,57,57,0.0
364,7,192649.47019306076,4826960.612308929,663387.8116158947,9791840.47495356,15474838.369071444,91247.00175587641,57,57,0.0
365,8,195570.73179080265,4858037.926715751,666690.6117082787,9911215.308216836,15631514.57843167,156676.20936022425,58,58,0.0
366,8,203695.01944965348,4912087.244655073,669184.1646926937,10039181.079230472,15824147.508027893,192632.9295962221,60,60,0.0
367,8,205905.11410256056,4963960.965990989,672493.0886354358,10159051.446290322,16001410.615019307,177263.10699141756,62,62,0.0
368,8,209120.35245302692,5011568.982091625,678338.8304195493,10283258.54133261,16182286.70629681,180876.09127750507,63,63,0.0
369,8,217052.68822605876,5066496.134606185,681762.4936281287,10412053.604625518,16377364.92108589,195078.2147890742,63,63,0.0
370,8,120000.0,5093634.823057373,685205.1641510077,10636086.118134616,16534926.105342995,157561.18425711308,64,64,0.0
371,8,121616.2920128622,5183939.836961523,687414.8048737007,10760378.132066205,16753349.06591429,218422.96057129145,64,64,0.0
372,8,124841.27937512034,5270640.849953532,687414.8048737007,10882234.296597293,16965131.230799645,211782.16488535458,64,64,0.0
373,8,124554.47332123155,5347095.421500396,696609.6037136966,11003539.894633565,17171799.39316889,206668.16236924301,66,66,0.0
374,8,126436.00037657582,5347095.421500396,702135.973911265,11138428.02359163,17314095.419379868,142296.02621097953,68,68,0.0
375,8,126436.00037657582,5387660.5958772255,706007.1960127609,11264691.396243226,17484795.18850979,170699.76912991778,69,69,0.0
376,8,129634.54495578982,5424795.789043889,709404.2467284267,11403119.634080129,17666954.214808233,182159.02629845042,69,69,0.0
377,8,131512.37121056527,5473095.755501798,718801.6766516884,11542137.385213524,17865547.188577577,198592.9737693389,69,69,0.0
378,8,135075.73481984134,5569019.661475659,722367.7178160123,11682234.60095786,18108697.715069372,243150.5264917928,69,69,0.0
379,8,135075.73481984134,5715985.83838518,721526.4757109885,11824283.05351012,18396871.10242613,288173.3873567624,69,69,0.0
380,8,137364.73626893834,5819262.82506777,723649.237567686,11958713.312421344,18638990.11132574,242119.00889960668,70,70,0.0
381,8,139619.677226076,5869358.503991179,733901.8243952652,12098237.224275174,18841117.229887694,202127.1185619589,71,71,0.0
382,8,141825.91415594556,5974160.4978707805,735792.7173414225,12236892.054050477,19088671.183418624,247553.95353092634,71,71,0.0
383,8,145546.67929595982,6039072.995142302,739854.6532514486,12394069.062817343,19318543.390507054,229872.20708842657,72,72,0.0
384,8,146911.9596594188,6090991.497981896,743670.6135026297,12544975.85037177,19526549.921515714,208006.53100866586,72,72,0.0
385,8,149361.08844560487,6133641.027737606,745715.6041683288,12682958.724087551,19711676.44443909,185126.5229233707,73,73,0.0
386,8,151457.72870583404,6230199.114840574,752528.3844775041,12851056.42311077,19985241.65113468,273565.20669559785,73,73,0.0
387,8,151457.72870583404,6289568.823425825,755993.1800527791,12998379.6612962,20195399.393480636,210157.74234595743,73,73,0.0
388,8,153964.60715916258,6354076.19720829,758268.3434220979,13155034.10577692,20421343.253566474,225943.8600858339,73,73,0.0
389,8,156060.09142282506,6425239.820529845,764701.0846128984,13304529.12419355,20650530.12075912,229186.86719264212,74,74,0.0
390,8,157257.15973303324,6494411.036625095,771051.9251345809,13478528.75532001,20901248.87681272,250718.75605359755,75,75,0.0
391,8,163244.70025859209,6525302.056980832,774940.581822174,13645688.503201446,21109175.842263043,207926.96545033006,75,75,0.0
392,8,163244.70025859209,6591268.960725085,774940.581822174,13813876.977471806,21343331.220277656,234155.37801461061,76,76,0.0
393,8,164542.38869555932,6664103.180456424,778626.519003252,13991470.641239123,21598742.72939436,255411.5091167002,78,78,0.0
394,8,168721.0168696591,6737532.457639976,785342.2736122595,14146660.310254809,21838256.058376703,239513.32898235478,78,78,0.0
395,8,170901.8172892056,6855277.413061801,792420.735185476,14298644.08124136,22117244.046777844,278987.9884011359,79,79,0.0
396,8,174881.5295584361,6962567.0644919,802293.0381981797,14458200.436031722,22397942.068280235,280698.0215023924,79,79,0.0
397,8,181517.3784407331,7089123.509673222,806235.9205049741,14636550.315459996,22713427.124078926,315485.0557986889,80,80,0.0
398,8,184454.62017659284,7158976.773089022,810381.4861677972,14814953.178031955,22968766.057465367,255338.9333864365,80,80,0.0
399,8,186038.0092844709,7352038.546705443,817408.7299350174,14991465.161201099,23346950.44712603,378184.38966067246,83,83,0.0
400,8,190203.26025746294,7423628.596308961,821639.1974436067,15163558.563039,23599029.61704903,252079.16992298455,84,84,0.0
401,8,194342.56396537204,7504628.84621589,828664.6844901913,15341208.147393733,23868844.242065184,269814.6250161694,84,84,0.0
402,8,197503.16430941402,7490958.86213762,835039.7074999611,15517791.017396603,24041292.7513436,172448.5092784117,84,84,0.0
403,8,200445.74672428358,7530347.838265474,842911.6735744997,15685763.048268856,24259468.30683311,218175.55548951658,86,86,0.0
404,8,203311.38192018107,7530347.838265474,846995.2485797765,15881618.233768055,24462272.702533487,202804.3957003686,86,86,0.0
405,8,207838.40227219558,7600641.902904247,850081.3106397726,16085899.929381462,24744461.545197677,282188.8426641922,86,86,0.0
406,8,209526.83743137037,7717300.726907361,854809.1479400167,16277813.455459522,25059450.16773827,314988.6225405852,87,87,0.0
407,8,209526.83743137037,7800357.015698491,865679.3071049529,16473158.633171543,25348721.79340636,289271.62566809304,87,87,0.0
408,8,212742.9579921759,7927383.58841961,873598.3968732931,16677823.107493283,25691548.05077836,342826.25737200264,88,88,0.0
409,8,216161.9069619434,8122575.543218698,876717.3952009962,16879813.44637114,26095268.291752778,403720.240974416,88,88,0.0
410,8,120000.0,8183474.060961491,884676.844654407,17183624.750897318,26371775.656513214,276507.3647604359,90,90,0.0
411,8,121913.93451010268,8224240.235504806,887100.3375055966,17398616.894963562,26631871.402484067,260095.7459708672,90,90,0.0
412,8,123926.89548511071,8352303.048640489,899643.4065629144,17622222.74422952,26998096.094918035,366224.6924339528,92,92,0.0
413,8,125249.23455105237,8434415.400826903,902384.900472474,17816562.47053683,27278612.00638726,280515.91146922304,94,94,0.0
414,8,124792.04940652598,8484689.65247925,907459.8863437948,18043765.48413802,27560707.07236759,282095.0659803311,96,96,0.0
415,8,129605.54071292728,8544877.064402781,912014.4897819071,18259004.686799083,27845501.7816967,284794.70932911197,98,98,0.0
416,8,132510.4241416159,8633978.687011752,916529.0828437309,18490069.458164066,28173087.652161166,327585.87046446296,99,99,0.0
417,9,134723.26220153912,8689668.294080656,914723.2329772835,18733830.87841167,28472945.667671148,299858.0155099846,100,100,0.0
418,9,136834.1262752843,8731396.558531554,918196.3270619637,18974896.920949686,28761323.932818487,288378.26514734805,102,102,0.0
419,9,142155.53928329522,8821174.313659826,926788.7815117964,19212978.434335064,29103097.06878998,341773.1359715072,104,104,0.0
420,9,141277.0994185961,8905095.395152291,935338.689334048,19448689.885162894,29430401.06906783,327304.0002778368,109,109,0.0
421,9,140948.51964664028,9148697.27728408,1444101.3706721948,19195618.86130037,29929366.028903287,498964.95983544015,110,111,0.0
422,9,142358.99767936644,9312323.259532515,1447754.2983162396,19395059.26359261,30297495.819120727,368129.79021744896,112,113,0.0
423,9,144676.07018209613,9418261.371214436,1458838.9726467284,19619450.164736796,30641226.578780055,343730.7596593329,113,114,0.0
424,9,148207.94207875757,9418261.371214436,1471748.7888128848,19860565.1907774,30898783.292883478,257556.71410341977,115,116,0.0
425,9,150265.92834964415,9552741.589852076,1479381.7608686627,20116113.824592013,31298503.103662394,399719.81077891577,117,118,0.0
426,9,152411.32636537915,9617263.030576281,1498673.3320548274,20356901.433802888,31625249.122799374,326746.0191369776,119,120,0.0
427,9,158280.36503468137,9669154.459737254,1506633.4138278537,20611762.150697302,31945830.38929709,320581.266497707,121,122,0.0
428,9,164157.61369448277,9772572.534956705,1518919.662770985,20861329.73670798,32316979.548130155,371149.158833063,122,123,0.0
429,9,168275.5146776594,9873753.472742364,1527275.6518216645,21106388.010093585,32675692.649335273,358713.1012051276,124,125,0.0
430,9,172214.26635193548,9969219.681719739,1534981.9678248432,21356778.80060354,33033194.71650006,357502.0671647903,127,128,0.0
431,9,179231.18636984244,10111942.92526479,1542814.7128436877,21613998.579135135,33447987.403613456,414792.68711339455,128,129,0.0
432,9,179231.18636984244,10216836.63183454,1549961.311906827,21861468.259233873,33807497.38934508,359509.98573163874,129,130,0.0
433,9,181937.95199666763,10369992.160994073,1558564.99917476,22150658.286675315,34261153.398840815,453656.00949573057,131,132,0.0
434,9,185004.46487973456,10473649.10731569,1566956.559336552,22407481.70889739,34633091.840429366,371938.4415885332,132,133,0.0
435,9,189767.2710244544,10578108.139662905,1575258.9875041007,22683732.024701793,35026866.422893256,393774.5824638937,133,134,0.0
436,9,194134.31705087016,10687095.355429295,1579181.4080673312,22943276.13245317,35403687.21300067,376820.7901074103,135,136,0.0
437,9,196920.08656255068,10954502.787350658,1593111.1578646791,23228867.536960088,35973401.568737976,569714.3557373058,135,136,0.0
438,9,196920.08656255068,11022334.0832285,1606764.4292431802,23501873.8825176,36327892.48155183,354490.9128138665,135,136,0.0
439,9,202435.55242904375,11022334.0832285,1615782.63389219,23772554.843104195,36613107.112653926,285214.63110208855,136,137,0.0
440,9,207385.876490125,11145861.74945558,1623704.4074281787,24062646.506948076,37039598.54032196,426491.42766804417,139,140,0.0
441,9,205976.52357868373,11412519.718036234,1632284.205494271,24366534.536484323,37617314.98359351,577716.4432715416,140,141,0.0
442,9,207717.0314944537,11699201.848400928,1640625.310125322,24650830.432473917,38198374.62249462,581059.6389010998,141,142,0.0
443,9,210948.4204562298,11699201.848400928,1639788.838833517,24949494.208007246,38499433.31569792,301058.6932032998,144,145,0.0
444,9,213743.44636376292,11914201.036256308,1645614.3112841959,25233733.127102498,39007291.92100676,507858.6053088516,144,145,0.0
445,9,217302.52485303985,12049881.622945147,1666362.4602432514,25540646.265883323,39474192.87392476,466900.95291801536,145,146,0.0
446,9,120000.0,12230519.020948978,1675321.1367215244,25940506.286958773,39966346.444629274,492153.5707045023,146,147,0.0
447,9,121769.32750315634,12353665.616503855,1698736.5627230552,26248718.327335697,40422889.834065765,456543.3894364888,147,148,0.0
448,9,121769.32750315634,12560261.177503785,2213281.78019005,26038375.13167582,40933687.416872814,510797.58280704555,149,151,0.0
449,9,126126.79391711403,12644597.348067567,2749954.606785677,25842474.25407484,41363153.0028452,429465.5859723897,149,152,0.0
450,9,128855.13239352917,12708831.97117379,2765563.977717354,26153718.037294727,41756969.1185794,393816.1157342143,149,152,0.0
451,9,131857.93859979208,12841488.742199969,2789705.3605656307,26484329.50880739,42247381.55017278,490412.4315933621,153,156,0.0
452,9,133887.78296646316,12981739.29898442,2814154.20694112,26792369.67183711,42722150.960729115,474769.4105563443,153,156,0.0
453,9,136067.6825358301,13113534.18203682,2829257.0267514987,27106418.934963286,43185277.82628743,463126.865558309,153,156,0.0
454,9,138168.50583345947,13251909.492970943,2854781.8281341605,27441996.739142116,43686856.56608068,501578.7397932338,155,158,0.0
455,9,143547.84111639342,13347110.709622338,2862806.719401174,27754891.421981193,44108356.6921211,421500.1260404357,157,160,0.0
456,9,147037.22690947365,13545223.198009418,2871630.2386785555,28089568.520010445,44653459.18360789,545102.4914868053,159,162,0.0
457,9,150726.33912972015,13905667.373762792,2887804.1187657043,28452238.19284475,45396436.02450296,742976.8408950312,161,164,0.0
458,9,153023.20489454272,13862216.66237666,2881404.168585028,28805659.247776207,45702303.28363244,305867.2591294868,161,164,0.0
459,9,155477.9920888972,14095482.521197643,2902062.410098503,29137045.56081152,46290068.48419656,587765.2005641388,163,166,0.0
460,9,161646.1218607979,14231644.008749688,2916085.9474225156,29509698.046891235,46819074.124924235,529005.6407276695,163,166,0.0
461,9,166136.12307931116,14330839.346153041,2930606.2193825757,29871856.867181037,47299438.55579597,480364.4308717289,165,168,0.0
462,9,168621.87821319138,14330839.346153041,2953374.6471506627,30242349.95691506,47695185.82843195,395747.27263597434,166,169,0.0
463,9,170089.14713550522,14486936.97268188,2968054.214035426,30612651.608920295,48237731.9427731,542546.1143411677,167,170,0.0
464,9,171931.0837187559,14733561.904300269,2962259.16581914,30982037.591495663,48849789.74533383,612057.802560709,169,172,0.0
465,9,173724.91063177987,14733561.904300269,2976764.235990803,31360392.06503872,49244443.11596157,394653.3706277733,169,172,0.0
466,9,177512.90543659436,14826252.950595887,2999122.19913723,31756049.393007997,49758937.44817771,514494.33221613517,169,172,0.0
467,9,180487.50157337642,14990609.182083663,3008041.2058202913,32145807.505614776,50324945.39509211,566007.9469143851,171,174,0.0
468,9,183225.13359245408,15145627.90597652,3022582.759407841,32541138.412304353,50892574.211281165,567628.8161890566,171,174,0.0
469,10,187675.7640394753,15316824.687631685,3022582.759407841,32933687.83946021,51460771.05053921,568196.839258052,174,177,0.0
470,10,192915.01798282776,15427076.53375862,3037678.807303719,33315871.284331754,51973541.64337692,512770.5928377173,177,180,0.0
471,10,196072.56816143982,15713923.615762219,3080895.4530823566,33723501.647747,52714393.28475302,740851.6413760739,181,184,0.0
472,10,204107.99629305175,15952777.106532471,3105383.2218275554,34140883.16559135,53403151.49024443,688758.2054914036,182,185,0.0
473,10,207359.45743083974,16029143.17819357,3120470.2837011544,34580939.06939829,53937911.98872386,534760.4984794626,186,189,0.0
474,10,210745.81531480516,16210832.001268711,3148227.956564828,35002057.871646926,54571863.64479527,633951.6560713819,189,192,0.0
475,10,213792.51644399524,16516886.16936998,3157265.0055339015,35467489.062358625,55355432.7537065,783569.1089112619,193,196,0.0
476,10,216102.17131779235,16471168.983596623,3172821.855070872,35866809.21528842,55726902.22527371,371469.47156718,195,198,0.0
477,10,217799.71429745818,16657586.925271226,3187910.2573746936,36289064.61090039,56352361.50784376,625459.28257008,197,200,0.0
478,10,219978.62447413735,16918271.624776494,3186923.186338402,36713510.37202306,57038683.80761209,686322.2997683294,202,205,0.0
479,10,120000.0,17197185.652777024,3213853.8239790522,37257705.711422764,57788745.18817884,750061.3805667807,207,210,0.0
480,10,121688.93724142326,17382578.504591092,3231361.6753568077,37731219.629498385,58466848.74668771,678103.5585087979,212,215,0.0
481,10,124618.15248702183,17649590.78947476,3258252.0531386076,38169808.89616446,59202269.89126485,735421.144577165,216,219,0.0
482,10,126445.56069608586,17980735.706392992,3283103.9704732215,38601142.57674007,59991427.81430237,789157.9230375324,217,220,0.0
483,10,131078.38580294797,18176022.431936644,3326195.9120718064,39063286.15741737,60696582.88722877,705155.0729264067,219,222,0.0
484,10,133150.63147687312,18657002.386762887,3357423.941439565,39529923.88351417,61677500.8431935,980917.9559646992,226,229,0.0
485,10,135060.9270691545,18843729.08431898,3381476.7623631186,39998237.177218504,62358503.950969756,681003.107776264,227,230,0.0
486,10,136512.5768664511,19031086.415066928,3398483.673170252,40466685.81206236,63032768.47716599,674264.5261962208,236,239,0.0
487,10,138622.9883188089,19144075.263771966,3416378.75469315,40926687.42284101,63625764.42962494,592995.9524589668,238,241,0.0
488,10,140875.12476051846,19331761.894889377,3426760.756490504,41398536.3954023,64297934.1715427,672169.7419177125,242,245,0.0
489,10,143138.75567160852,19331761.894889377,3423772.0108120823,41879461.66926571,64778134.33063878,480200.1590961135,249,252,0.0
490,10,146267.6132602131,19498063.96210105,3441131.5188227077,42370697.25502109,65456160.34920506,678026.0185663,249,252,0.0
491,10,152118.24725129516,19832632.1544287,3456465.642735897,42886472.77392853,66327688.81834443,871528.469139358,253,256,0.0
492,10,156026.73937351597,20307962.358459573,3472377.7343504094,43387794.22330833,67324161.05549183,996472.2371473811,255,258,0.0
493,10,160364.14115656904,20528502.550661776,3498711.8995631295,43888525.300085366,68076103.89146684,751942.8359750195,257,260,0.0
494,10,160145.3863392469,21105312.877905436,4045448.1881804066,43913328.71230166,69224235.16472675,1148131.2732599408,258,262,0.0
495,10,163861.15122784922,21416584.58485323,4045290.2271898002,44446117.622205764,70071853.58547664,847618.4207498874,260,264,0.0
496,10,167720.97169995715,21620232.320724208,4098614.8759873766,44946580.92223814,70833149.09064968,761295.5051729949,261,265,0.0
497,10,170418.42295802163,21951980.740434986,4120705.5379950614,45501403.23863848,71744507.94002655,911358.8493768689,262,266,0.0
498,10,171635.98386033587,22362488.583763976,4120705.5379950614,46039069.172252625,72693899.277872,949391.3378454957,264,268,0.0
499,10,178080.29059286122,22577643.875056874,4131062.4061352527,46590517.16504192,73477303.73682691,783404.4589548702,267,271,0.0
500,10,185294.8318018251,22795284.803126484,4151195.397108906,47109173.38008908,74240948.4121263,763644.6752994198,269,273,0.0
501,10,190047.2237027098,22795284.803126484,4147585.2307123262,47666531.74162588,74799448.99916741,558500.5870411053,270,274,0.0
502,10,192999.9725151717,22909976.103556328,4158012.1797144413,48214042.02694984,75475030.28273578,675581.2835683676,273,277,0.0
503,10,196151.11196458386,23337866.779999536,4180782.599044578,48770959.92892664,76485760.41993535,1010730.1371995133,275,279,0.0
504,10,201554.51094573378,23767197.6611417,4213570.97707362,49329000.23597365,77511323.3851347,1025562.9651994435,278,282,0.0
505,10,204641.24150650194,23996041.512790967,4248982.222038982,49909436.881970614,78359101.85830706,847778.4731722863,280,284,0.0
506,10,207836.2239583603,24438062.977148894,4272025.715471082,50502944.9333285,79420869.84990683,1061767.9915998506,282,286,0.0
507,10,210971.63962811462,24890751.293496024,4287122.608764508,51100041.33228513,80488886.87417378,1068017.0242669277,284,288,0.0
508,10,212987.77168571317,25137931.08906293,4306560.461018139,51676168.965459704,81333648.28722648,844761.4130527235,289,293,0.0
509,10,217576.07951823372,25406925.725593295,4306560.461018139,52284617.82178617,82215680.08791584,882031.8006893266,291,295,0.0
510,10,120000.0,25668514.248392724,4327658.505347975,52998622.569432184,83114795.32317288,899115.2352570083,294,298,0.0
511,10,121026.60628382397,26055277.141420394,4367733.64168651,53615766.45723579,84159803.84662652,1045008.5234536696,299,303,0.0
512,10,123074.77755113483,26302073.238354683,4406820.706920463,54237251.4114365,85069220.13426277,909416.2876362698,302,306,0.0
513,10,125939.99383671577,26561546.525703356,4448187.077307104,54902546.81150429,86038220.40835147,969000.2740886157,305,309,0.0
514,10,127995.58348462915,27005249.264346115,4459337.779844794,55587519.78766681,87180102.41534235,1141882.0069909822,307,311,0.0
515,10,129821.21174228503,27253432.292328596,4975361.5176182,55750030.54980264,88108645.57149172,928543.1561493296,307,312,0.0
516,10,134539.5746963731,27528524.205629017,4991917.18725795,56450274.55950197,89105255.5270853,996609.9555936358,309,314,0.0
517,10,136516.7653421604,28047329.89950733,5016473.216168817,57103303.12819689,90303623.00921519,1198367.482129808,312,317,0.0
518,10,142150.67426518654,28746243.247859117,5547028.688329503,57302522.195624314,91737944.80607812,1434321.7968629533,315,321,0.0
519,10,143171.46893092158,29285932.416526627,5575325.765097734,57995324.18606629,92999753.83662158,1261809.0305434517,318,324,0.0
520,10,145441.4176733602,29577476.268745404,5644692.389838714,58671713.665505074,94039323.74176255,1039569.9051410363,320,326,0.0
